name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Papaya Studios,0.18,51.0,5.3,5.0,4.0
Ben 10: Alien Force,2008,Monkey Bar Games,0.8,45.0,7.8,6.0,11.0
Ben 10: Protector of Earth,2007,High Voltage Software,1.9300000000000002,61.5,7.45,10.0,32.0
Beowulf: The Game,2007,Ubisoft,0.65,48.666666666666664,5.1000000000000005,45.0,54.0
BeyBlade VForce: Super Tournament Battle,2002,Takara,0.21000000000000002,33.0,7.5,6.0,18.0
Beyblade Evolution,2013,Rising Star Games,0.03,49.0,6.3,7.0,4.0
Beyblade G-Revolution,2004,Full Fat,0.2,40.0,7.8,5.0,5.0
Beyond: Two Souls,2013,Quantic Dream,1.6400000000000001,70.0,8.1,98.0,2652.0
Big Bang Mini,2009,Arkedo Studio,0.05,78.0,8.2,39.0,26.0
Big Beach Sports,2008,HB Studios Multimedia,1.67,44.0,8.0,17.0,41.0
Big Brain Academy,2005,Nintendo,6.63,74.0,7.4,45.0,27.0
Big Brain Academy: Wii Degree,2007,Nintendo,3.79,68.0,6.9,33.0,39.0
Big Mutha Truckers,2002,Eutechnyx,1.1199999999999999,61.333333333333336,5.933333333333333,32.0,35.0
Big Mutha Truckers 2,2005,Eutechnyx,0.27,50.5,2.75,57.0,14.0
Billy Hatcher and the Giant Egg,2003,Sonic Team,0.25,71.0,8.7,37.0,31.0
Binary Domain,2012,Sega,0.52,73.0,8.1,76.0,364.0
BioShock,2007,"Digital Extremes, 2K Marin",4.67,95.33333333333333,8.700000000000001,183.0,6736.0
BioShock 2,2010,2K Marin,3.75,88.0,8.2,155.0,1065.0
BioShock Infinite,2013,Irrational Games,4.29,93.66666666666667,8.5,128.0,10832.0
BioShock The Collection,2016,2K Games,0.52,84.0,8.4,55.0,289.0
Bionic Commando,2009,GRIN,0.6400000000000001,70.5,7.35,113.0,149.0
Bionicle,2003,Argonaut Games,0.7100000000000001,49.0,3.1,17.0,25.0
Bionicle Heroes,2006,Amaze Entertainment,0.26,58.5,5.825,48.0,47.0
Birds of Steel,2012,Gaijin Entertainment,0.38,75.0,8.65,45.0,36.0
Black,2006,Criterion Games,1.65,78.0,8.2,127.0,245.0
Black * Rock Shooter: The Game,2011,"Image Epoch, Imageepoch",0.15,66.0,7.2,19.0,39.0
Black Sigil: Blade of the Exiled,2009,Studio Archcraft,0.05,58.0,7.5,24.0,20.0
Blacksite: Area 51,2007,Midway Studios - Austin,0.66,59.0,6.199999999999999,71.0,83.0
Blackthorne,2003,Mass Media,0.01,67.0,7.6,10.0,5.0
Blackwater,2011,Zombie Studios,0.12,37.0,4.5,12.0,14.0
Blade Dancer: Lineage of Light,2006,Hit Maker,0.05,60.0,6.9,33.0,16.0
Blade II,2002,Mucky Foot Productions,0.44,51.0,5.05,41.0,18.0
Blades of Time,2012,Gaijin Entertainment,0.19,52.5,6.85,42.0,52.0
Bladestorm: Nightmare,2015,Omega Force,0.21999999999999997,53.0,6.8,39.0,29.0
Bladestorm: The Hundred Years' War,2007,Omega Force,0.39,60.5,7.35,49.0,44.0
"Blast Works: Build, Trade, Destroy",2008,BudCat,0.09999999999999999,78.0,7.7,30.0,17.0
BlazBlue Central Fiction,2016,Arc System Works,0.08,85.0,7.6,21.0,39.0
BlazBlue: Calamity Trigger,2009,Arc System Works,0.9400000000000001,86.5,8.45,101.0,182.0
BlazBlue: Calamity Trigger Portable,2010,Arc System Works,0.12,82.0,7.8,14.0,18.0
BlazBlue: Chrono Phantasma,2013,Arc System Works,0.31000000000000005,83.0,8.3,16.0,64.0
BlazBlue: Chrono Phantasma Extend,2015,Arc System Works,0.14,80.0,7.7,10.0,31.0
BlazBlue: Continuum Shift,2010,Arc System Works,0.72,86.0,8.35,61.0,91.0
BlazBlue: Continuum Shift II,2011,Arc System Works,0.24,70.5,6.449999999999999,22.0,29.0
Blazblue: Continuum Shift Extend,2011,Arc System Works,0.21000000000000002,78.0,7.5,34.0,124.0
Blazing Angels 2: Secret Missions of WWII,2007,Ubisoft Romania,0.29000000000000004,71.0,7.5,34.0,24.0
Blazing Angels: Squadrons of WWII,2006,Ubisoft,2.02,64.8,6.58,130.0,111.0
Bleach: Dark Souls,2007,Treasure,0.15,82.0,7.9,28.0,14.0
Bleach: Shattered Blade,2006,Polygon Magic,0.32,58.0,7.5,30.0,24.0
Bleach: Soul Resurreccion,2011,Racjin,0.49,58.0,7.2,34.0,46.0
Bleach: The 3rd Phantom,2008,"Sega, Tom Create",0.2,59.0,8.0,28.0,10.0
Bleach: The Blade of Fate,2006,Treasure,0.44999999999999996,83.0,7.5,32.0,23.0
Blinx: The Time Sweeper,2002,Artoon,0.56,71.0,8.0,36.0,41.0
Blitz: The League,2004,Midway,1.58,74.33333333333333,7.3999999999999995,78.0,48.0
Blitz: The League II,2008,Midway,0.09999999999999999,68.0,7.2,34.0,13.0
Blood Bowl,2009,Cyanide,0.2,66.5,5.8,62.0,76.0
Blood Bowl: Legendary Edition,2010,Cyanide,0.01,73.0,6.4,13.0,75.0
Blood Drive,2010,Sidhe Interactive,0.19,43.5,6.75,32.0,15.0
Blood Omen 2,2002,Crystal Dynamics,0.58,71.5,8.9,40.0,28.0
Blood Wake,2001,Stormfront Studios,0.5700000000000001,71.0,7.5,30.0,13.0
BloodRayne,2002,Terminal Reality,0.74,74.66666666666667,8.166666666666666,55.0,36.0
BloodRayne 2,2004,Terminal Reality,0.41000000000000003,70.5,8.5,61.0,25.0
Bloodborne,2015,From Software,2.48,92.0,8.6,100.0,6383.0
Bloody Roar 3,2001,Eighting/Raizing,0.35,71.0,8.6,20.0,34.0
Bloody Roar 4,2003,Eighting,0.09999999999999999,59.0,8.6,25.0,43.0
Bloody Roar Extreme,2003,Eighting/Raizing,0.04,61.0,8.6,22.0,9.0
Bloody Roar: Primal Fury,2002,Eighting/Raizing,0.18000000000000002,75.0,8.5,27.0,20.0
BlowOut,2003,Terminal Reality,0.23,58.0,6.2,12.0,5.0
Blue Dragon,2006,"Mistwalker, Artoon",0.9099999999999999,79.0,7.8,56.0,161.0
Blue Dragon Plus,2008,Brownie Brown,0.21000000000000002,69.0,6.5,46.0,15.0
Blue Dragon: Awakened Shadow,2009,Tri-Crescendo,0.09,63.0,6.6,27.0,10.0
Blur,2010,Bizarre Creations,1.36,81.33333333333333,7.966666666666666,160.0,432.0
Body and Brain Connection,2010,Namco Bandai Games,0.19999999999999998,57.0,4.8,33.0,4.0
Bodycount,2011,Guildford Studio,0.23,51.5,4.1,101.0,101.0
Boktai 2: Solar Boy Django,2004,KCEJ,0.04,78.0,8.5,20.0,11.0
Boktai: The Sun is in Your Hand,2003,KCEJ,0.14,83.0,9.6,31.0,16.0
Bolt,2008,Avalanche Software,0.99,55.333333333333336,6.566666666666666,33.0,18.0
Bombastic,2002,Shift,0.060000000000000005,72.0,7.2,24.0,6.0
Bomberman,2005,Hudson,0.30000000000000004,74.0,7.0,60.0,19.0
Bomberman Generation,2002,Hudson,0.26,81.0,8.5,19.0,15.0
Bomberman Jetters,2002,Hudson,0.08,70.0,7.9,21.0,10.0
Bomberman Land,2007,Racjin,0.22,56.0,7.9,37.0,14.0
Bomberman Party Edition,1998,Metro,0.13,79.0,8.3,6.0,6.0
Bomberman: Act Zero,2006,Hudson,0.04,34.0,2.2,41.0,42.0
Boogie,2007,EA Montreal,0.49999999999999994,57.0,5.3,37.0,54.0
Boom Blox,2008,EA LA,1.21,85.0,8.6,61.0,105.0
Boom Blox Bash Party,2009,EA LA,0.46,86.0,8.4,48.0,37.0
Borderlands,2009,Gearbox Software,5.699999999999999,82.66666666666667,7.966666666666666,178.0,2505.0
Borderlands 2,2012,Gearbox Software,6.8500000000000005,83.25,8.049999999999999,153.0,4590.0
Borderlands: The Handsome Collection,2015,Gearbox Software,1.31,81.0,7.8,60.0,464.0
Borderlands: The Pre-Sequel,2014,2K Australia,1.63,75.33333333333333,6.3,95.0,994.0
Bound By Flame,2014,Spiders,0.19999999999999998,53.0,5.9,40.0,230.0
Bounty Hounds,2006,Xpec,0.03,63.0,6.0,14.0,7.0
Braid,2009,"Number None Inc., Knockout Games",0.02,90.0,8.6,11.0,819.0
Brain Age 2: More Training in Minutes a Day,2005,Nintendo,15.28,77.0,7.1,37.0,19.0
Brain Age: Concentration Training,2012,Nintendo,0.09999999999999999,71.0,7.9,11.0,17.0
Brain Age: Train Your Brain in Minutes a Day,2005,Nintendo,20.14,77.0,7.9,58.0,50.0
Brain Boost: Beta Wave,2005,Interchannel,0.15000000000000002,39.0,2.5,12.0,4.0
Brain Challenge,2008,Ubisoft,0.43999999999999995,68.0,7.0,7.0,4.0
Brandish: The Dark Revenant,2009,Falcom,0.02,78.0,8.3,9.0,12.0
Bratz: Rock Angelz,2005,Blitz Games,0.38999999999999996,60.0,5.1,7.0,7.0
Brave Fencer Musashi,1998,SquareSoft,1.1400000000000001,81.0,8.5,12.0,17.0
Brave: A Warrior's Tale,2009,Collision Studios,0.060000000000000005,42.0,5.0,17.0,4.0
Bravely Second: End Layer,2015,Silicon Studio,0.48,81.0,7.4,70.0,103.0
Breach,2011,Atomic Games,0.01,61.0,5.8,12.0,43.0
Breakdown,2004,Namco,0.12,71.0,8.2,62.0,17.0
Breath of Fire,2001,Capcom,0.21,79.0,8.8,17.0,9.0
Breath of Fire II,2001,Capcom,0.19,81.0,8.8,16.0,16.0
Breath of Fire IV,2000,Capcom,0.5700000000000001,83.0,8.9,10.0,45.0
Breath of Fire: Dragon Quarter,2002,Capcom,0.18,78.0,6.9,28.0,35.0
Brink,2011,Splash Damage,1.96,70.0,5.866666666666667,162.0,1119.0
Britney's Dance Beat,2002,Art,0.44999999999999996,58.0,6.1,34.0,25.0
Broken Sword 5: The Serpent's Curse,2015,Revolution Software,0.09,74.5,7.2,26.0,34.0
Broken Sword: Shadow of the Templars - The Director's Cut,2009,Revolution Software,0.23,74.0,8.1,29.0,14.0
Broken Sword: The Shadow of the Templars,2002,Revolution Software,0.06,80.0,7.8,17.0,10.0
Broken Sword: The Sleeping Dragon,2003,Revolution Software,0.01,77.0,8.3,24.0,12.0
Brothers In Arms DS,2007,Gameloft,0.03,72.0,8.0,27.0,25.0
Brothers In Arms: D-Day,2006,Ubisoft Shanghai,0.45999999999999996,65.0,9.1,19.0,64.0
Brothers In Arms: Earned in Blood,2005,Gearbox Software,0.76,78.0,8.25,61.0,48.0
Brothers In Arms: Road to Hill 30,2005,Gearbox Software,1.1,85.0,7.8,94.0,99.0
Brothers in Arms: Double Time,2008,Gearbox Software,0.12,45.0,6.6,13.0,17.0
Brothers in Arms: Hell's Highway,2008,Gearbox Software,1.81,77.0,8.066666666666668,135.0,349.0
Brothers: A Tale of Two Sons,2015,Starbreeze,0.17,81.0,8.75,16.0,99.0
Bruce Lee: Quest of the Dragon,2002,Ronin Entertainment,0.31000000000000005,32.0,2.4,24.0,10.0
Brunswick Pro Bowling,2007,Point of View,0.39,52.0,5.4,11.0,23.0
Brutal Legend,2009,Double Fine Productions,1.9100000000000001,82.5,7.8,149.0,430.0
Brute Force,2003,Digital Anvil,0.8400000000000001,77.0,7.8,45.0,49.0
Bubble Bobble Double Shot,2007,Marvelous Entertainment,0.03,50.0,4.8,12.0,4.0
Bubble Bobble Revolution,2005,Taito Corporation,0.04,38.0,6.2,19.0,6.0
Buffy the Vampire Slayer,2002,Double Helix Games,0.24,79.0,9.1,30.0,31.0
Buffy the Vampire Slayer: Chaos Bleeds,2003,Eurocom Entertainment Software,0.32999999999999996,73.33333333333333,8.766666666666667,71.0,70.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Natsume,0.03,44.0,8.6,16.0,5.0
Build-A-Bear Workshop,2007,Neko Entertainment,0.9299999999999999,61.0,4.8,11.0,5.0
Bujingai: The Forsaken City,2003,Taito Corporation,0.09999999999999999,72.0,7.5,28.0,14.0
Bullet Witch,2006,Cavia Inc.,0.11,55.0,6.1,59.0,41.0
Bulletstorm,2011,"Epic Games, People Can Fly",1.7,83.0,7.666666666666667,174.0,1495.0
Bully,2006,Rockstar Vancouver,0.9400000000000001,87.0,9.1,69.0,293.0
Bully: Scholarship Edition,2008,"Mad Doc Software, Rockstar Vancouver",1.6,78.33333333333333,8.066666666666668,101.0,471.0
Burnout,2001,Criterion Games,1.1600000000000001,77.33333333333333,7.3999999999999995,56.0,63.0
Burnout 2: Point of Impact,2002,Criterion Games,1.24,87.66666666666667,7.266666666666666,78.0,89.0
Burnout 3: Takedown,2004,Criterion Games,3.9899999999999998,93.5,8.15,128.0,410.0
Burnout Dominator,2007,Criterion Games,0.46,76.0,8.2,23.0,27.0
Burnout Legends,2005,Criterion Games,1.01,62.0,7.2,65.0,167.0
Burnout Paradise,2008,Criterion Games,3.29,87.5,7.300000000000001,123.0,734.0
Burnout Paradise: The Ultimate Box,2009,Criterion Games,0.09,87.0,7.5,26.0,435.0
Burnout Revenge,2005,Criterion Games,1.92,89.33333333333333,8.433333333333334,178.0,320.0
Bushido Blade,1997,Light Weight,1.1700000000000002,83.0,7.9,13.0,16.0
Bust A Groove 2,1999,Metro,0.27,66.0,8.9,8.0,35.0
Bust-A-Move DS,2005,Happy Happening,0.11,75.0,7.0,14.0,6.0
Bust-A-Move Universe,2011,Arika,0.31999999999999995,49.0,4.8,30.0,13.0
Buzz Lightyear of Star Command,2000,Traveller's Tales,0.63,54.0,5.3,10.0,4.0
C.O.P.: The Recruit,2009,Velez & Dubail,0.08,55.0,7.5,38.0,13.0
C.O.R.E.,2009,NoWay Studio,0.03,44.0,6.9,16.0,19.0
CSI: Crime Scene Investigation,2004,369 Interactive,0.12,45.0,7.3,14.0,4.0
CSI: Fatal Conspiracy,2010,Telltale Games,0.38,42.666666666666664,5.3,19.0,23.0
Cabela's African Safari,2006,FUN Labs,0.14,53.0,5.0,4.0,8.0
Cabela's Alaskan Adventure,2006,FUN Labs,0.13,48.0,5.6,11.0,17.0
Cabela's Big Game Hunter,2002,Sand Grain Studios,1.42,59.0,7.8,7.0,12.0
Cabela's Big Game Hunter 2005 Adventures,2004,FUN Labs,0.7400000000000001,60.0,8.350000000000001,9.0,22.0
Cabela's Dangerous Hunts,2003,Sand Grain Studios,1.17,57.0,8.4,4.0,37.0
Cabela's Dangerous Hunts 2009,2008,FUN Labs,0.13,39.0,1.8,6.0,10.0
Cabela's Dangerous Hunts 2011,2010,Activision,0.32999999999999996,60.0,5.4,4.0,9.0
Cabela's Deer Hunt 2005 Season,2004,Sand Grain Studios,0.11,59.0,7.5,5.0,6.0
Cabela's Deer Hunt: 2004 Season,2003,FUN Labs,0.22000000000000003,65.0,8.4,5.0,16.0
Cabela's North American Adventures,2010,FUN Labs,0.11,51.0,9.0,5.0,4.0
Cabela's Trophy Bucks,2007,FUN Labs,0.04,39.0,3.0,4.0,4.0
Caesar IV,2006,Tilted Mill,0.04,74.0,7.6,32.0,43.0
Cake Mania,2007,Digital Embryo,0.10999999999999999,55.0,6.1,23.0,7.0
Call Of Duty 2: Big Red One,2005,Treyarch,4.11,77.0,7.066666666666666,113.0,110.0
Call of Cthulhu: Dark Corners of the Earth,2005,Headfirst Productions,0.060000000000000005,77.0,8.1,51.0,37.0
Call of Duty 2,2005,Infinity Ward,2.0900000000000003,87.5,8.25,129.0,933.0
Call of Duty 3,2006,Treyarch,5.28,81.33333333333333,6.933333333333334,128.0,408.0
Call of Duty 4: Modern Warfare,2007,Infinity Ward,18.2,88.75,8.05,176.0,4709.0
Call of Duty Black Ops: Declassified,2012,Nihilistic,1.47,33.0,4.8,58.0,479.0
Call of Duty: Advanced Warfare,2014,Sledgehammer Games,13.33,80.66666666666667,5.2,110.0,3477.0
Call of Duty: Black Ops,2010,Treyarch,29.199999999999996,82.25,6.125,185.0,2689.0
Call of Duty: Black Ops II,2012,Treyarch,29.400000000000002,80.25,5.3,136.0,5041.0
Call of Duty: Finest Hour,2004,Exakt,4.5,74.33333333333333,8.133333333333333,135.0,104.0
Call of Duty: Ghosts,2013,Infinity Ward,26.7,73.8,3.3200000000000003,101.0,5684.0
Call of Duty: Infinite Warfare,2016,Infinity Ward,7.020000000000001,76.0,3.1666666666666665,115.0,1859.0
Call of Duty: Modern Warfare 2,2009,Infinity Ward,24.97,91.33333333333333,5.6000000000000005,207.0,11201.0
Call of Duty: Modern Warfare 3,2011,"Infinity Ward, Sledgehammer Games",30.6,81.0,2.725,162.0,20053.0
Call of Duty: Roads to Victory,2007,Amaze Entertainment,2.13,64.0,7.5,45.0,30.0
Call of Duty: World at War,2008,Exakt,15.78,82.0,7.62,196.0,1808.0
Call of Juarez,2006,Techland,0.18000000000000002,71.5,7.35,62.0,269.0
Call of Juarez: Bound in Blood,2009,Techland,1.51,77.66666666666667,7.8,163.0,467.0
Call of Juarez: The Cartel,2011,Techland,0.67,47.666666666666664,4.833333333333333,116.0,309.0
Calling,2009,Hudson Entertainment,0.11,49.0,6.7,28.0,16.0
Capcom Classics Collection,2005,Digital Eclipse,0.5,78.0,8.4,30.0,5.0
Capcom Classics Collection Remixed,2006,Digital Eclipse,0.29000000000000004,72.0,7.0,37.0,5.0
Capcom Digital Collection,2012,Capcom,0.03,65.0,5.3,11.0,4.0
Capcom Fighting Evolution,2004,Capcom,0.21,57.0,4.8,33.0,5.0
Capcom vs. SNK,2000,Capcom,0.22,80.0,9.0,17.0,24.0
Capcom vs. SNK 2 EO,2002,Capcom,0.21000000000000002,74.0,8.8,46.0,40.0
Capcom vs. SNK 2: Mark of the Millennium 2001,2001,Capcom,0.75,81.0,7.9,22.0,27.0
Captain America: Super Soldier,2011,High Voltage Software,0.44,57.333333333333336,6.233333333333333,91.0,83.0
Captain Toad: Treasure Tracker,2014,Nintendo EAD Tokyo,1.1900000000000002,81.0,8.6,78.0,377.0
Carmageddon: Max Damage,2016,Stainless Games,0.03,51.5,6.3,43.0,51.0
Carnival Games,2007,Cat Daddy Games,6.09,52.0,4.65,38.0,48.0
Carnival Games: Mini Golf,2008,Cat Daddy Games,1.5499999999999998,38.0,5.7,10.0,7.0
Carnival Island,2011,Magic Pixel Games,0.23,66.0,5.2,25.0,5.0
Cars,2006,Helixe,5.6899999999999995,63.5,5.883333333333333,109.0,46.0
Cars: Mater-National Championship,2007,Rainbow Studios,1.23,63.333333333333336,6.466666666666666,24.0,15.0
Cars: Race-O-Rama,2009,Incinerator Games,0.16000000000000003,54.0,5.8,8.0,5.0
Cartoon Network: Punch Time Explosion,2011,Papaya Studios,0.1,58.0,5.9,16.0,28.0
Casper: Spirit Dimensions,2001,Lucky Chicken,0.14,58.0,3.5,7.0,6.0
Castle Shikigami 2,2004,Alfa System,0.02,67.0,7.4,4.0,8.0
Castle of Shikigami III,2007,Alfa System,0.04,67.0,7.6,9.0,9.0
Castlevania Chronicles,2001,Konami,0.13,69.0,7.0,16.0,13.0
Castlevania Double Pack,2006,KCET,0.1,86.0,8.4,4.0,12.0
Castlevania Judgment,2008,Eighting,0.16,49.0,5.9,33.0,56.0
Castlevania: Aria of Sorrow,2003,KCET,0.27,91.0,9.1,29.0,127.0
Castlevania: Circle of the Moon,2001,KCEK,0.89,91.0,8.5,22.0,59.0
Castlevania: Curse of Darkness,2005,Konami,0.54,72.0,7.25,56.0,59.0
Castlevania: Dawn of Sorrow,2005,Konami,0.43000000000000005,89.0,8.5,52.0,171.0
Castlevania: Harmony of Dissonance,2002,KCET,0.26,87.0,8.2,27.0,39.0
Castlevania: Lament of Innocence,2003,KCET,0.9400000000000001,79.0,8.4,45.0,74.0
Castlevania: Lords of Shadow,2010,Mercury Steam,1.75,84.0,7.9,132.0,705.0
Castlevania: Lords of Shadow 2,2014,Mercury Steam,0.32999999999999996,63.666666666666664,7.766666666666667,93.0,1265.0
Castlevania: Order of Ecclesia,2008,Konami,0.36,85.0,8.7,46.0,111.0
Castlevania: Portrait of Ruin,2006,Konami,0.4,85.0,8.3,51.0,87.0
Castlevania: Symphony of the Night,1997,Konami,1.27,93.0,9.4,12.0,358.0
Castlevania: The Dracula X Chronicles,2007,Konami,0.42,80.0,7.8,43.0,62.0
Catherine,2011,Atlus,1.01,80.5,8.0,100.0,525.0
Catwoman,2004,Argonaut Games,0.27,46.0,5.866666666666667,92.0,25.0
Cave Story 3D,2011,Nicalis,0.14,82.0,7.7,29.0,72.0
Cel Damage,2001,Pseudo Interactive,0.18,66.0,7.6,36.0,18.0
Celebrity Sports Showdown,2008,EA Canada,0.45,50.0,4.6,12.0,18.0
Ceville,2009,Boxed Dream,0.02,73.0,8.2,17.0,21.0
Champions of Norrath,2004,Snowblind Studios,1.28,85.0,8.4,51.0,57.0
Champions: Return to Arms,2005,Snowblind Studios,0.65,77.0,8.8,48.0,43.0
Chaos Legion,2003,Capcom,0.31,65.0,8.2,34.0,58.0
Chaos Wars,2006,Idea Factory,0.04,64.0,6.9,9.0,9.0
Chaotic: Shadow Warriors,2009,FUN Labs,0.15000000000000002,60.0,5.0,4.0,4.0
Charlie and the Chocolate Factory,2005,"High Voltage Software, Backbone Entertainment",0.93,37.25,2.9,62.0,48.0
Charlie's Angels,2003,Neko Entertainment,0.01,23.0,3.3,21.0,23.0
Chase: Hollywood Stunt Driver,2002,I-Imagine,0.12,60.0,7.4,14.0,5.0
Chessmaster,2003,Ubisoft,0.52,79.0,8.15,21.0,19.0
Chessmaster: The Art of Learning,2008,Ubisoft,0.12,64.0,8.4,4.0,18.0
Chibi-Robo! Park Patrol,2007,Skip Ltd.,0.19,78.0,7.5,14.0,13.0
Chicago Enforcer,2005,Touchdown Entertainment,0.02,33.0,2.8,9.0,4.0
Chicken Run,2000,Blitz Games,0.13,75.0,6.2,7.0,6.0
Chicken Shoot,2007,Destination Software,0.48000000000000004,23.0,3.95,13.0,33.0
Child of Eden,2011,Q Entertainment,0.67,82.5,7.75,102.0,120.0
Child of Light,2014,Ubisoft Montreal,0.12,82.5,7.9,60.0,559.0
Children of Mana,2006,Nex Entertainment,0.47,65.0,6.0,34.0,21.0
Chili Con Carnage,2007,Deadline Games,0.01,74.0,8.2,37.0,13.0
Chromehounds,2006,From Software,0.27,71.0,7.0,60.0,72.0
Chrono Cross,1999,SquareSoft,1.85,94.0,8.1,16.0,297.0
Chrono Trigger,2008,TOSE,1.34,92.0,8.9,57.0,440.0
Circus Maximus: Chariot Wars,2002,Kodiak Interactive,0.07,67.0,5.0,26.0,4.0
Cities XL 2011,2010,Monte Cristo Multimedia,0.02,70.0,5.7,17.0,39.0
Cities XL 2012,2011,Monte Cristo Multimedia,0.07,61.0,5.6,18.0,95.0
Cities in Motion,2011,Colossal Order,0.05,70.0,7.7,20.0,105.0
Cities: Skylines,2015,Colossal Order,0.14,85.0,8.9,60.0,1404.0
City Crisis,2001,Syscom,0.13,63.0,6.2,20.0,5.0
City Life: World Edition,2007,Monte Cristo Multimedia,0.04,75.0,8.2,7.0,9.0
Clash of the Titans,2010,Game Republic,0.45999999999999996,41.5,2.9,59.0,34.0
Class of Heroes,2008,Zerodiv,0.15000000000000002,61.0,7.1,12.0,12.0
Classic NES Series: Castlevania,2004,Konami,0.33,74.0,8.6,10.0,12.0
Classic NES Series: Donkey Kong,2004,Nintendo,0.7300000000000001,55.0,4.8,15.0,4.0
Classic NES Series: Dr. Mario,2004,Nintendo,0.56,66.0,7.5,10.0,6.0
Classic NES Series: Metroid,2004,Nintendo,0.44,58.0,8.6,9.0,18.0
Classic NES Series: Super Mario Bros.,2004,Nintendo,1.42,84.0,8.6,14.0,44.0
Classic NES Series: The Legend of Zelda,2004,Nintendo,0.89,84.0,8.6,16.0,58.0
Classic NES Series: Zelda II: The Adventure of Link,2004,Nintendo,0.6900000000000001,73.0,7.5,8.0,39.0
Clive Barker's Jericho,2007,"Mercury Steam, Alchemic Productions",0.52,62.0,7.333333333333333,105.0,340.0
Clock Tower 3,2002,SunSoft,0.32999999999999996,69.0,7.6,28.0,38.0
Clock Tower II: The Struggle Within,1998,Human Entertainment,0.16,49.0,5.7,5.0,7.0
Close Combat: First to Fight,2005,Destineer,0.19000000000000003,69.0,7.8,46.0,10.0
Cloudy With a Chance of Meatballs,2009,Ubisoft Shanghai,0.3,65.33333333333333,5.933333333333334,25.0,20.0
Clubhouse Games,2006,Agenda,3.4499999999999997,83.0,8.4,30.0,28.0
Code Lyoko,2007,DC Studios,0.04,63.0,6.8,11.0,13.0
Code Lyoko: Fall of X.A.N.A.,2008,The Game Factory,0.08,51.0,6.3,11.0,4.0
Code Lyoko: Quest for Infinity,2007,The Game Factory,0.09,58.0,8.5,15.0,8.0
Code Name: S.T.E.A.M.,2015,Intelligent Systems,0.22,69.0,7.7,69.0,125.0
Code of Princess,2012,Studio Saizensen,0.2,67.0,7.6,38.0,73.0
Coded Arms,2005,Konami,0.7400000000000001,59.0,6.5,42.0,61.0
Coded Arms: Contagion,2007,Creat Studios,0.060000000000000005,56.0,6.6,20.0,28.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005,High Voltage Software,0.09999999999999999,49.0,8.0,9.0,11.0
Codename: Panzers Cold War,2009,Stormregion,0.02,67.0,5.8,28.0,8.0
Codename: Panzers Phase Two,2005,Stormregion,0.01,80.0,8.1,36.0,15.0
Cold Fear,2005,Darkworks,0.17,69.5,7.65,80.0,47.0
Cold War,2005,Mindware Studios,0.03,60.0,8.0,25.0,4.0
Cold Winter,2005,Swordfish Studios,0.11,73.0,8.2,41.0,23.0
Colin McRae Rally 04,2004,Codemasters,0.1,84.0,8.1,33.0,19.0
Colin McRae Rally 2.0,2000,Codemasters,0.9100000000000001,90.0,8.7,13.0,31.0
Colin McRae Rally 2005,2004,Codemasters,0.060000000000000005,83.0,7.3,46.0,56.0
Colin McRae Rally 3,2002,Codemasters,1.4400000000000002,86.0,7.550000000000001,50.0,38.0
College Hoops 2K6,2005,2K Sports,0.21000000000000002,76.0,8.25,34.0,17.0
College Hoops 2K7,2006,2K Sports,0.39,81.5,7.6499999999999995,31.0,20.0
College Hoops 2K8,2007,Visual Concepts,0.31000000000000005,81.5,6.050000000000001,39.0,22.0
Colony Wars,1997,Psygnosis,0.43000000000000005,91.0,7.8,12.0,12.0
Colosseum: Road to Freedom,2005,Goshow,0.06999999999999999,56.0,8.3,35.0,17.0
Combat Flight Simulator 3: Battle for Europe,2002,Microsoft Game Studios,0.02,69.0,6.5,16.0,22.0
Combat Mission: Shock Force,2007,Big Time Software,0.03,62.0,3.3,15.0,86.0
Combat of Giants: Dinosaurs 3D,2011,Ubisoft,0.39,44.0,5.3,18.0,9.0
Combat: Task Force 121,2005,Direct Action Games,0.07,44.0,8.5,9.0,4.0
Commander: Conquest of the Americas,2010,Nitro Games,0.02,68.0,5.2,16.0,19.0
Commandos 2: Men of Courage,2002,Pyro Studios,0.25,67.0,7.6,31.0,16.0
Commandos 3: Destination Berlin,2003,Pyro Studios,0.02,72.0,7.6,24.0,83.0
Commandos: Strike Force,2006,Pyro Studios,0.060000000000000005,58.0,8.5,26.0,11.0
Company of Heroes,2006,Relic,0.05,93.0,8.8,55.0,1128.0
Company of Heroes 2,2013,Relic,0.35,80.0,2.1,82.0,6157.0
Company of Heroes: Opposing Fronts,2007,Relic,0.05,87.0,8.6,36.0,235.0
Company of Heroes: Tales of Valor,2009,Relic,0.04,70.0,7.2,42.0,204.0
Conan,2007,Nihilistic,0.52,69.0,7.25,84.0,107.0
Conception II: Children of the Seven Stars,2013,Spike,0.30000000000000004,62.0,7.65,35.0,162.0
Condemned 2: Bloodshot,2008,Monolith Productions,1.02,81.0,8.25,113.0,267.0
Condemned: Criminal Origins,2005,Monolith Productions,0.41000000000000003,81.0,8.2,72.0,146.0
Conduit 2,2011,High Voltage Software,0.12000000000000001,64.0,7.6,51.0,60.0
